y_true,Concrete_Class,y_cb_standard,y_cb_group
56.0,35,48.471543701592296,52.92093490847631
57.3,35,51.929331330686104,55.66733409660994
53.1,35,49.2996414482944,45.33064480128607
44.1,35,47.30508821293866,51.36169350827991
46.7,35,50.615276713632255,56.207935528747086
46.6,35,49.407979500970235,49.184625231967345
41.6,35,50.32703918750504,50.82388456491865
52.3,35,53.584976234911,58.120569761194666
52.8,35,53.08434247957248,59.458149803523334
50.4,35,50.83885526619617,54.46564027415091
52.3,35,54.222994869402214,56.98791046031561
40.1,35,44.3561280339429,46.44102309000297
48.3,35,45.73477887843062,51.34740601671436
54.8,35,55.35380489740289,57.990774182954304
54.3,35,53.634203837354576,61.60689712746254
54.3,35,54.061488646562054,54.55392060742637
51.9,35,50.9548161195572,54.15993068778497
50.3,35,50.479086069154384,55.90546366429304
49.3,35,51.97468037375671,53.28037377311244
48.3,35,51.66145602320976,53.58304440596902
46.9,35,47.06146719090098,52.6195334854158
55.9,35,54.52577716104601,56.193038902882705
54.7,35,53.68990459581871,57.17286091722538
54.9,35,46.59756354774523,53.18218293993079
54.4,35,50.39868825386402,55.991247207335626
52.2,35,56.976302234218494,57.83442350241807
55.8,35,54.975539135598446,56.67283399855195
55.9,35,54.081072492084644,55.69297770758604
54.7,35,54.26763363755436,55.65145045416681
56.1,35,54.62022764271378,57.26999677666245
52.0,35,51.67267610831157,61.233123376109745
54.3,35,50.465943631627276,57.1178601901519
50.1,35,48.995851618106954,55.47208429187026
56.0,35,54.169246284917776,53.27080456189255
57.3,35,53.13726789516603,56.36559561054126
53.1,35,45.95375264471647,45.33183119492624
52.3,35,52.756627736690874,59.66272181221444
52.8,35,52.628111856808566,60.85815957258232
50.4,35,50.46868991035277,54.715895625015854
54.8,35,55.83491918358159,58.25313733520785
54.3,35,54.210379994915066,63.00443575006035
54.3,35,54.70143464087134,55.27987992130221
51.9,35,52.64086325561367,54.641556052702555
50.3,35,50.915867928792025,56.19413477389601
52.4,35,52.23320059686904,54.14474276613942
51.9,35,53.412502329084504,55.47410931032626
49.6,35,43.07354000555641,46.63262695636838
51.2,35,51.242682373777804,57.006912110156364
38.82,35,40.778112982602586,46.486048109503784
50.3,35,49.01890292381686,54.38509956252217
52.4,35,52.4079443123066,55.189968822511496
48.21,35,51.51510757271774,54.18333960241738
61.53,35,60.25877399969791,59.1946520688101
52.65,35,54.74675525140631,55.72471459346012
48.0,35,51.912519765421536,55.297970744867406
47.2,35,49.05647664246527,52.56932032387636
52.55,35,49.11233055836407,53.43057475253597
51.95,35,52.31196203679133,56.51216573712958
48.0,35,50.7453097699598,55.18306033815317
46.0,35,48.182265417192355,55.51150416583866
52.55,35,53.50341351115824,55.226215601256925
51.95,35,54.05818932539514,54.605968224692695
43.4,35,50.17634873959187,55.290367597147146
44.1,35,42.287116125828405,49.348054837971354
40.9,35,44.87161932466906,49.79741826798864
44.0,35,44.8884484642375,52.785706144741376
44.3,35,50.25149773801447,51.47828913459299
44.3,35,51.805845291791485,51.31991680253179
45.17,35,44.64636486947178,47.47937585432293
51.2,35,50.66142676672434,56.25828057762563
38.82,35,40.79070264629191,49.07996215105968
48.21,35,50.50032350021843,54.38509956252217
61.53,35,64.50200693120374,60.82599596913195
55.23,35,55.03426868324635,57.75210074195857
47.2,35,51.60688155176616,54.33111891223475
52.55,35,52.02909228900008,53.243111466342015
44.1,35,46.42380874594372,52.919995269651466
44.3,35,48.16457573168251,47.98544962031606
44.3,35,47.43680077063616,46.51985528768155
45.17,35,50.4688410524815,53.028046930748324
51.2,35,44.53234099354488,49.11365650959994
38.82,35,41.76315372768359,48.24667513041365
52.51,35,47.1643926067125,52.45208737321275
57.84,35,53.288623755184055,56.699038150606015
52.65,35,54.965440200241254,56.71729161325307
57.84,35,55.579070272098846,57.417045769771946
57.49,35,54.8602068139853,55.25434942580981
49.8,35,44.51558149644108,55.290367597147146
53.4,35,47.1320510515704,53.974555066177565
40.9,35,43.58188061865269,48.089875183009106
44.0,35,46.410326690298696,53.1550590646981
44.3,35,50.16919163363186,50.77210746614733
57.84,35,59.16413793331573,53.85341096213461
57.84,35,56.654987868313306,51.26714388962431
51.5,35,52.33535921026762,50.557654243539986
51.1,35,51.892287532555514,51.003914624845635
62.4,35,61.61823500522626,56.73336396660359
62.2,35,62.42437206593059,54.78033837875179
56.8,35,55.0761090754162,54.04417801243165
52.51,35,52.7564657275325,51.449053360573686
57.84,35,57.114094696480024,53.8080287116524
57.49,35,57.09158198612977,52.88284593453104
60.3,40,62.437354533529785,63.33013109266294
49.8,40,49.73423703976419,47.593071416294826
53.4,40,56.984361967440975,52.795164791356314
58.1,40,61.55098217596512,60.13754567937222
57.3,40,61.92624607629321,59.48098479677937
63.2,40,64.69903746946028,61.57278004943376
64.7,40,60.49921613927661,56.63919463914781
41.9,40,50.94122804090731,51.174308568293554
59.6,40,59.19794859334089,57.518784792482855
69.0,40,68.274289761246,63.58867365965801
69.0,40,66.46836136128844,62.42358369847187
69.0,40,67.06333599600984,64.00680195686523
62.7,40,58.943638508494345,57.08047707105
65.1,40,52.92535360912319,52.62871176376163
65.6,40,68.31743058400477,66.04598385511763
69.4,40,66.66541504791374,65.31905045936094
68.2,40,65.60771235273525,62.77238414506264
68.8,40,66.9545626456061,63.81592624444926
64.7,40,66.20330599524578,60.96631225548406
68.7,40,64.77495292864664,62.2060652230256
68.6,40,64.68551187892663,63.568945245105574
67.7,40,66.8824233263714,62.96683550310933
64.1,40,68.12029404921053,63.430497416468604
69.0,40,62.79427674108934,62.670736117126495
56.4,40,62.49847157453614,56.712631048235714
62.2,40,62.55151201323843,61.091279991086125
59.7,40,58.71925489318459,57.45719844262473
59.6,40,58.27805883703331,58.20551889339162
68.4,40,56.46466748035988,57.43567425696151
61.6,40,63.56796278646509,63.11935255115546
63.0,40,62.673903971150736,59.694557046006366
57.1,40,59.48096220118814,59.10762357738158
58.7,40,60.06718686353335,59.57356788010748
58.9,40,56.11861771693973,58.88637928182658
59.4,40,60.940909067045354,59.68503916201405
58.7,40,58.908470914525026,57.35728380755859
54.2,40,60.513387324599115,58.80391711769292
57.5,40,56.091031300246385,56.365805884728175
57.5,40,55.63311474609218,57.82144235084627
42.3,40,49.608665125318886,46.43179129063314
61.76,40,62.21648199728646,60.727434635413495
65.25,40,63.70247535788045,60.76833278087871
48.2,40,55.347582827597,54.7567266114084
53.4,40,49.08336745045029,52.56193368447294
59.8,40,60.39435216678712,59.80540417220297
56.8,40,55.8485880579599,54.19743647301568
58.6,40,57.2858504204591,58.007699751839404
62.3,45,60.85379477281528,62.67273081955487
57.2,45,59.79601335034509,59.064862346858625
64.5,45,62.91909727056964,61.21651615911881
67.7,45,70.01724005283191,66.15520684213925
69.6,45,69.01044951392419,67.02875796662794
56.24,45,56.726807528784704,55.22218715219942
60.2,45,62.128651886987285,64.28516558640949
69.6,45,68.56977484314442,67.27447750103653
69.5,45,65.52969094077295,65.30782137505695
55.9,45,54.91938616822518,63.77770691412901
61.4,45,61.36058687197945,60.660275027412474
69.0,45,68.51018962162922,66.49760718859577
69.3,45,69.13644950135463,64.84453115075037
59.3,45,62.65381592894039,65.32272616745124
50.3,45,50.248830205100454,52.31205449051907
68.8,45,68.53806061952012,64.69441221261428
66.2,45,64.61846424547943,64.88437682437558
63.9,45,67.69899213468399,65.71055181996184
68.9,45,67.79592975395136,65.84599100304794
65.4,45,65.85583961853126,65.312868035472
62.7,45,62.89187706782991,62.497065280654716
54.2,45,54.381720439873206,53.195626544065675
67.2,45,64.71248371795342,65.45121447341708
50.7,45,55.20124343946338,55.09756269393061
48.6,45,49.81004540576811,53.11487801917525
45.4,45,49.53578290597513,53.616678291932516
51.8,45,47.44056951206384,55.49417627077203
64.9,45,53.272459783221144,56.38391489116076
55.7,45,47.00008807680141,45.657743734276714
57.0,45,60.208738483763916,60.255005137907865
50.3,45,54.31252689882406,52.262438883154
54.2,45,49.73723302253901,47.94132788567483
53.8,45,52.921424957564014,54.0575049223422
55.1,45,60.50206425710671,59.1703816381586
58.9,45,52.0038125499492,54.987846519311475
62.6,45,63.85412273336982,63.42319152160307
